	ref	object_original	trade_original	url	object	trade
4905	18046963	乐从镇小布新开河一期工程采购更正公告（第二次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18046963.htm	乐从镇小布新开河一期工程采购更正公告第二次	
4906	18046984	[PKZC-2022GK0023]2022年江浦街道垃圾分类运营项目三采购更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18046984.htm	年江浦街道垃圾分类运营项目三采购更正公告	
4909	18047010	哈尔滨市消防救援支队_实体化档案室及档案室数字信息化建设档案室建设_HC[2022]0057更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047010.htm	哈尔滨市消防救援支队_实体化档案室及档案室数字信息化建设档案室建设_更正公告	
4910	18047059	西安市三民村垃圾处理中转站大型垃圾运输车辆维修项目成交结果更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047059.htm	西安市三民村垃圾处理中转站大型垃圾运输车辆维修项目成交结果更正公告	
4912	18047061	册亨县农村生活垃圾清运设施设备建设项目更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047061.htm	册亨县农村生活垃圾清运设施设备建设项目更正公告	
4914	18047063	观山湖区金华片区棚户区城中村改造安置房PPP项目社会资本的更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047063.htm	观山湖区金华片区棚户区城中村改造安置房项目社会资本的更正公告	
4921	18047131	晋州市人民医院晋州市人民医院采购进口产品项目更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047131.htm	晋州市人民医院晋州市人民医院采购进口产品项目更正公告	
4923	18047142	康定市乡村振兴局康定市雅拉乡王母村乡村振兴示范村（二期）建设项目监理服务采购采购更正公告（第二次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047142.htm	康定市乡村振兴局康定市雅拉乡王母村乡村振兴示范村二期建设项目监理服务采购采购更正公告第二次	
4927	18047200	2022年郑家镇郭庄排水沟等基础设施建设项目		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047200.htm	年郑家镇郭庄排水沟等基础设施建设项目	
4929	18047217	甘肃省水文站《甘肃省中小流域洪水频率图》、《甘肃省暴雨频率图》编制更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047217.htm	甘肃省水文站甘肃省中小流域洪水频率图甘肃省暴雨频率图编制更正公告	
4933	18047284	中共苏尼特左旗纪律检查委员会苏尼特左旗纪委监委加装电梯工程采购更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047284.htm	中共苏尼特左旗纪律检查委员会苏尼特左旗纪委监委加装电梯工程采购更正公告	
4934	18047298	佛坪县应急管理局佛坪县镇级应急救灾物资储备采购结果更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047298.htm	佛坪县应急管理局佛坪县镇级应急救灾物资储备采购结果更正公告第一次	
4936	18047332	齐齐哈尔市龙沙区环境卫生服务中心清扫、清雪工具(二次)采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047332.htm	齐齐哈尔市龙沙区环境卫生服务中心清扫清雪工具二次采购更正公告第一次	
4939	18047351	哈尔滨医科大学附属肿瘤医院图书馆维修改造工程采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047351.htm	哈尔滨医科大学附属肿瘤医院图书馆维修改造工程采购更正公告第一次	
4940	18047355	2022年部分小区更换灯杆、灯具更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047355.htm	年部分小区更换灯杆灯具更正公告	
4941	18047357	枣庄市薛城区市域社会治理综合服务平台提升项目更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047357.htm	枣庄市薛城区市域社会治理综合服务平台提升项目更正公告	
4947	18047396	2022年冠县桑阿镇基础设施建设项目更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047396.htm	年冠县桑阿镇基础设施建设项目更正公告	
4949	18047448	蒲江县规划和自然资源局2022年度地质灾害防治驻守技术支撑服务采购项目采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047448.htm	蒲江县规划和自然资源局年度地质灾害防治驻守技术支撑服务采购项目采购更正公告第一次	
4951	18047464	市社会福利院供养人员餐厅食材供应配送服务采购项目采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047464.htm	市社会福利院供养人员餐厅食材供应配送服务采购项目采购更正公告第一次	
4952	18047468	山东省地质矿产勘查开发局第四地质大队（山东省第四地质矿产勘查院）地质勘查专用设备采购项目更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047468.htm	山东省地质矿产勘查开发局第四地质大队山东省第四地质矿产勘查院地质勘查专用设备采购项目更正公告	
4953	18047473	怀柔区前期谋划经费项目-全过程管理公开招标公告更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047473.htm	怀柔区前期谋划经费项目全过程管理公开招标公告更正公告	
4954	18047474	怀柔区前期谋划经费项目-产业发展领域公开招标公告更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047474.htm	怀柔区前期谋划经费项目产业发展领域公开招标公告更正公告	
4955	18047476	基层图书室出版物补充更新及旧书数据加工项目更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047476.htm	基层图书室出版物补充更新及旧书数据加工项目更正公告	
4956	18047481	怀柔区金矿尾矿库及采冶厂场地污染状况调查项目更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047481.htm	怀柔区金矿尾矿库及采冶厂场地污染状况调查项目更正公告	
4957	18047494	涿州市发展和改革局涿州市招商服务中心采购保安、保洁、会服服务更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047494.htm	涿州市发展和改革局涿州市招商服务中心采购保安保洁会服服务更正公告	
4960	18047518	苏尼特左旗巴彦淖尔镇人民政府巴彦淖尔镇吉布胡郎图嘎查发展壮大集体经济项目采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047518.htm	苏尼特左旗巴彦淖尔镇人民政府巴彦淖尔镇吉布胡郎图嘎查发展壮大集体经济项目采购更正公告第一次	
4961	18047539	绥化市公安局辅警服装采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047539.htm	绥化市公安局辅警服装采购更正公告第一次	
4962	18047541	江门市新会区教育局教师继续教育培训服务项目采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047541.htm	江门市新会区教育局教师继续教育培训服务项目采购更正公告第一次	
4963	18047542	成都市双流区黄水镇人民政府双流区黄水镇人民政府增设农村公路临水临崖交安护栏采购项目采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047542.htm	成都市双流区黄水镇人民政府双流区黄水镇人民政府增设农村公路临水临崖交安护栏采购项目采购更正公告第一次	
4964	18047556	2022年标志、隔离护栏类设施优化调整项目公开招标公告更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047556.htm	年标志隔离护栏类设施优化调整项目公开招标公告更正公告	
4967	18047581	邹城市太平镇“四好农村路”提质增效专项行动道路通达及县乡公路生产路口硬化工程更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047581.htm	邹城市太平镇四好农村路提质增效专项行动道路通达及县乡公路生产路口硬化工程更正公告	
4970	18047595	佳木斯大学各区水源地蓄水池春秋两季清洗消毒服务(二次)采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047595.htm	佳木斯大学各区水源地蓄水池春秋两季清洗消毒服务二次采购更正公告第一次	
4971	18047598	武胜县鸣钟镇人民政府武胜县鸣钟镇太阳能路灯安装项目采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047598.htm	武胜县鸣钟镇人民政府武胜县鸣钟镇太阳能路灯安装项目采购更正公告第一次	
4972	18047621	狮山镇社区卫生服务中心继续实施后勤服务社会化采购项目结果更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047621.htm	狮山镇社区卫生服务中心继续实施后勤服务社会化采购项目结果更正公告第一次	
4974	18047631	宾县物业服务中心宾县财福源高层外墙改造工程采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047631.htm	宾县物业服务中心宾县财福源高层外墙改造工程采购更正公告第一次	
4975	18047635	政策资金-机构运转经费餐饮服务采购项目延期公告更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047635.htm	政策资金机构运转经费餐饮服务采购项目延期公告更正公告	
4976	18047636	机构运转经费餐饮服务采购项目延期公告更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047636.htm	机构运转经费餐饮服务采购项目延期公告更正公告	
4977	18047657	自贡市沿滩区水务局自贡市沿滩区乡镇污水处理厂(站)水质在线监测仪采购项目采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047657.htm	自贡市沿滩区水务局自贡市沿滩区乡镇污水处理厂站水质在线监测仪采购项目采购更正公告第一次	
4980	18047678	外国语学校学生宿舍卫生间改造及教室宿舍粉刷更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047678.htm	外国语学校学生宿舍卫生间改造及教室宿舍粉刷更正公告	
4981	18047691	海丰县2021年度国土变更调查工作采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047691.htm	海丰县年度国土变更调查工作采购更正公告第一次	
4982	18047693	茂县文化体育和旅游局阿坝州羌城体育公园建设项目设计采购采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047693.htm	茂县文化体育和旅游局阿坝州羌城体育公园建设项目设计采购采购更正公告第一次	
4983	18047712	北京天坛医院物流系统运维服务物流系统日常运维服务、物流系统维保服务公开招标公告更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047712.htm	北京天坛医院物流系统运维服务物流系统日常运维服务物流系统维保服务公开招标公告更正公告	
4984	18047714	北京市文化和旅游局综合事务中心空调系统维修保养采购项目更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047714.htm	北京市文化和旅游局综合事务中心空调系统维修保养采购项目更正公告	
4986	18047722	富平县刘集镇十字村奶山羊家庭农场提升项目采购更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047722.htm	富平县刘集镇十字村奶山羊家庭农场提升项目采购更正公告	
4989	18047743	绍兴市文汇项目管理有限公司关于嵊州市人民医院检验科发光试剂（耗材）及配套设备租赁服务采购项目的更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047743.htm	嵊州市人民医院检验科发光试剂耗材及配套设备租赁服务采购项目的更正公告	
4990	18047783	宁晋县农村环卫一体化项目更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047783.htm	宁晋县农村环卫一体化项目更正公告	
4991	18047789	东莞市水乡中心医院中档彩色超声诊断仪设备购置采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047789.htm	东莞市水乡中心医院中档彩色超声诊断仪设备购置采购更正公告第一次	
4992	18047798	汶川县公安局警用装备及被装采购项目采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047798.htm	汶川县公安局警用装备及被装采购项目采购更正公告第一次	
4993	18047808	平泉市教育和体育局本级教育和体育局为各级各类学校配备专职保安员项目更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047808.htm	平泉市教育和体育局本级教育和体育局为各级各类学校配备专职保安员项目更正公告	
4994	18047839	2022-2024年度江门市直公务用车定点保险服务采购项目 采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047839.htm	年度江门市直公务用车定点保险服务采购项目采购更正公告第一次	
5000	18047892	固始县市场监督管理局固始县2022年食品安全抽检项目-结果更正公告		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047892.htm	固始县市场监督管理局固始县年食品安全抽检项目结果更正公告	
5001	18047894	哈尔滨广播电视台千米演播室音频设备采购更正公告（第一次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047894.htm	哈尔滨广播电视台千米演播室音频设备采购更正公告第一次	
5002	18047897	宝兴县公安局疫情防控前端感知源服务采购更正公告（第二次）		http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220609_18047897.htm	宝兴县公安局疫情防控前端感知源服务采购更正公告第二次	
