	ref	object_original	trade_original	url	object	trade
5420	18052057	东方百货北楼天棚项目改造工程延期公告	工程/专业施工/钢结构工程	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052057.htm	东方百货北楼天棚项目改造工程延期公告	工程
5421	18052064	大连市公共资源交易中心公告、公示服务机构采购项目更正公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052064.htm	大连市公共资源交易中心公告公示服务机构采购项目更正公告	服务
5422	18052065	潍坊市“十四五”生态环境保护规划编制服务项目更正公告	服务/环境服务/其他环境治理服务/其他环境治理服务	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052065.htm	潍坊市十四五生态环境保护规划编制服务项目更正公告	服务
5423	18052068	房县生活垃圾焚烧发电项目建设指挥部关于房县生活垃圾焚烧发电项目基础设施建设（EPC）工程更正公告	工程/工程准备/土石方工程	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052068.htm	房县生活垃圾焚烧发电项目基础设施建设工程更正公告	工程
5425	18052083	国家税务总局呼伦贝尔市海拉尔区税务局餐饮服务项目（第一次）更正公告	服务/住宿和餐饮服务/餐饮服务	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052083.htm	国家税务总局呼伦贝尔市海拉尔区税务局餐饮服务项目第一次更正公告	服务
5427	18052103	湖南省血吸虫病防治所泌尿内窥镜系统等设备采购项目更正公告	货物/专用设备/医疗设备/医用内窥镜	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052103.htm	湖南省血吸虫病防治所泌尿内窥镜系统等设备采购项目更正公告	货物
5431	18052147	合肥工业大学2022-2025年非教学楼宇物业管理服务项目更正公告	服务/房地产服务/物业管理服务	http://www.ccgp.gov.cn/cggg/zygg/gzgg/202206/t20220610_18052147.htm	合肥工业大学年非教学楼宇物业管理服务项目更正公告	服务
5432	18052156	北京市大兴区中医医院大兴区中医医院门诊楼及2号病房楼医用电梯采购项目更正公告	货物/通用设备/机械设备/塑料压制液压机/起重设备/电梯	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052156.htm	北京市大兴区中医医院大兴区中医医院门诊楼及号病房楼医用电梯采购项目更正公告	货物
5435	18052185	中国海洋大学服务器、数字逻辑组成实验教学箱等设备采购项目更正公告	货物/专用设备/专用仪器仪表/其他专用仪器仪表	http://www.ccgp.gov.cn/cggg/zygg/gzgg/202206/t20220610_18052185.htm	中国海洋大学服务器数字逻辑组成实验教学箱等设备采购项目更正公告	货物
5436	18052188	公安部户政管理电子证照及政务服务系统软件服务项目更正公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/zygg/gzgg/202206/t20220610_18052188.htm	公安部户政管理电子证照及政务服务系统软件服务项目更正公告	服务
5438	18052198	中国地质调查局廊坊自然资源综合调查中心廊坊自然资源综合调查中心办公楼修缮工程更正公告	工程/修缮工程/房屋修缮	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052198.htm	中国地质调查局廊坊自然资源综合调查中心廊坊自然资源综合调查中心办公楼修缮工程更正公告	工程
5440	18052214	亳州市谯城区古井中心卫生院高清纤维喉镜采购项目更正公告	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052214.htm	亳州市谯城区古井中心卫生院高清纤维喉镜采购项目更正公告	货物
5443	18052256	福建龙溪轴承(集团)股份有限公司3MZ1320、3MZ2020设备大修改造项目更正公告	货物/通用设备/机械设备/金属加工设备/金属切割设备	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052256.htm	福建龙溪轴承集团股份有限公司设备大修改造项目更正公告	货物
5444	18052263	盱眙县管镇供销合作社改造工程更正公告	工程/其他建筑工程	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052263.htm	盱眙县管镇供销合作社改造工程更正公告	工程
5446	18052271	高塍镇宜高线、远东大道等绿地养护项目更正公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052271.htm	高塍镇宜高线远东大道等绿地养护项目更正公告	服务
5447	18052272	大英县回马镇人民政府大英县2022年回马镇文武村智能育苗大棚建设（土建）项目更正公告	工程/其他建筑工程	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052272.htm	大英县回马镇人民政府大英县年回马镇文武村智能育苗大棚建设土建项目更正公告	工程
5449	18052286	长治市妇幼保健院医疗设备采购项目更正公告	货物/专用设备/医疗设备/其他医疗设备	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052286.htm	长治市妇幼保健院医疗设备采购项目更正公告	货物
5454	18052306	消防设施维保服务项目更正公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/zygg/gzgg/202206/t20220610_18052306.htm	消防设施维保服务项目更正公告	服务
5457	18052322	大连市总工会经费定期存款银行竞争性选择更正公告	服务/金融服务/银行服务/其他银行服务	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052322.htm	大连市总工会经费定期存款银行竞争性选择更正公告	服务
5458	18052324	沈抚示范区幼儿园主体结构安全性检测服务更正公告	工程/构筑物施工/矿山、工农林牧副渔业工程施工/工厂工程施工/无损检测工程施工	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052324.htm	沈抚示范区幼儿园主体结构安全性检测服务更正公告	工程
5459	18052328	2022年图们市长安镇兴家村2组至6组水泥路工程01号更正公告	货物/土地、建筑物及构筑物/构筑物/道路	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052328.htm	年图们市长安镇兴家村组至组水泥路工程号更正公告	货物
5460	18052340	宁夏回族自治区科学技术馆（宁夏青少年科技活动中心）宁夏科技馆常设展厅“阅读空间”项目更正公告	工程/装修工程	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052340.htm	宁夏回族自治区科学技术馆宁夏青少年科技活动中心宁夏科技馆常设展厅阅读空间项目更正公告	工程
5461	18052359	中国烟草总公司西藏自治区公司2022年-2024年全区系统资产及存货保险服务项目更正公告	服务/金融服务/保险服务/其他保险服务	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052359.htm	中国烟草总公司西藏自治区公司年年全区系统资产及存货保险服务项目更正公告	服务
5463	18052383	上海外国语大学2022-2025年虹口校区互联网出口带宽接入服务采购项目更正公告	服务/电信和其他信息传输服务/互联网信息服务	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052383.htm	上海外国语大学年虹口校区互联网出口带宽接入服务采购项目更正公告	服务
5468	18052437	LED屏、LCD屏、会议音响系统采购安装更正公告（2022-JHNFAG-W1001）	货物/通用设备/办公设备/LED显示屏,货物/通用设备/广播、电视、电影设备/音频设备/音响电视组合机	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052437.htm	屏屏会议音响系统采购安装更正公告	货物
5472	18052449	吴忠市教育局财务审计服务项目更正公告	服务/商务服务/审计服务	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052449.htm	吴忠市教育局财务审计服务项目更正公告	服务
5473	18052460	2021年全省消防车辆采购项目（第一批）（三次）更正公告	货物/其他货物/其他不另分类的物品	http://www.ccgp.gov.cn/cggg/zygg/gzgg/202206/t20220610_18052460.htm	年全省消防车辆采购项目第一批三次更正公告	货物
5478	18052502	银川职业技术学院学生床上用品采购项目澄清公告	货物/纺织原料、毛皮、被服装具/被服装具/其他被服装具	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052502.htm	银川职业技术学院学生床上用品采购项目澄清公告	货物
5480	18052512	珲春出口加工区国际物流有限公司珲春综合保税区跨境电子商务综合服务平台园区运维项目更正公告	服务/信息技术服务/运行维护服务/软件运维服务	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052512.htm	珲春出口加工区国际物流有限公司珲春综合保税区跨境电子商务综合服务平台园区运维项目更正公告	服务
5482	18052515	乾安县安字镇人民政府乾安县化工产业园区智慧监管体系建设更正公告	工程/建筑安装工程/智能化安装工程/其他智能化安装工程	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052515.htm	乾安县安字镇人民政府乾安县化工产业园区智慧监管体系建设更正公告	工程
5483	18052517	云之龙咨询集团有限公司广西医科大学附属五象新区医院一期洁净工程设计YZLNN2022-G3-219-GXZT招标文件补遗通知一	服务/工程咨询管理服务/工程设计服务	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052517.htm	云之龙咨询集团有限公司广西医科大学附属五象新区医院一期洁净工程设计招标文件补遗通知一	服务
5484	18052519	中华人民共和国满洲里出入境边防检查站营区周界防控系统采购项目(二次）资格预审公告更正公告	工程/建筑安装工程/电子工程安装/监控系统工程安装	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052519.htm	中华人民共和国满洲里出入境边防检查站营区周界防控系统采购项目二次资格预审公告更正公告	工程
5488	18052542	吉林省消防救援总队2021年战勤保障物资采购项目（一）（三次）更正公告	货物/其他货物/其他不另分类的物品	http://www.ccgp.gov.cn/cggg/zygg/gzgg/202206/t20220610_18052542.htm	吉林省消防救援总队年战勤保障物资采购项目一三次更正公告	货物
5489	18052543	吉林省消防救援总队火灾事故调查器材装备采购项目（二次）更正公告	货物/其他货物/其他不另分类的物品	http://www.ccgp.gov.cn/cggg/zygg/gzgg/202206/t20220610_18052543.htm	吉林省消防救援总队火灾事故调查器材装备采购项目二次更正公告	货物
5495	18052623	北京市东城区机关事务管理服务中心金鱼池宿舍配置壁挂炉采购比选公告更正公告	服务/其他服务	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052623.htm	北京市东城区机关事务管理服务中心金鱼池宿舍配置壁挂炉采购比选公告更正公告	服务
5500	18052657	青岛市园林和林业局青岛市浮山绿道工程景观构筑物方案设计征集更正公告	服务/工程咨询管理服务/设计前咨询服务	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052657.htm	青岛市园林和林业局青岛市浮山绿道工程景观构筑物方案设计征集更正公告	服务
5503	18052689	四川瑞泽地产集团有限责任公司管理人四川瑞泽地产集团有限责任公司等十五家企业破产重整案审计机构遴选项目更正公告	服务/商务服务/审计服务	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052689.htm	四川瑞泽地产集团有限责任公司管理人四川瑞泽地产集团有限责任公司等十五家企业破产重整案审计机构遴选项目更正公告	服务
5505	18052695	四川瑞泽地产集团有限责任公司管理人四川瑞泽地产集团有限责任公司等十五家企业破产重整案资产评估机构遴选项目更正公告	服务/商务服务/资产及其他评估服务	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052695.htm	四川瑞泽地产集团有限责任公司管理人四川瑞泽地产集团有限责任公司等十五家企业破产重整案资产评估机构遴选项目更正公告	服务
5506	18052725	2022年度广州市文物保护利用项目前期咨询和质量检查服务项目延长报名时间公告	服务/文化、体育、娱乐服务/文化艺术服务/文物和文化保护服务	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052725.htm	年度广州市文物保护利用项目前期咨询和质量检查服务项目延长报名时间公告	服务
5507	18052733	上海市体育局2022年上海城市业余联赛联赛项目更正公告（三）	服务/文化、体育、娱乐服务/体育服务/体育组织服务	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052733.htm	上海市体育局年上海城市业余联赛联赛项目更正公告三	服务
5513	18052762	上海市体育局2022年上海城市业余联赛品牌赛事活动项目更正公告（三）	服务/文化、体育、娱乐服务/体育服务/体育组织服务	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052762.htm	上海市体育局年上海城市业余联赛品牌赛事活动项目更正公告三	服务
5514	18052765	上海市体育局2022年上海城市业余联赛系列赛更正公告(三）	服务/文化、体育、娱乐服务/体育服务/体育组织服务	http://www.ccgp.gov.cn/cggg/dfgg/gzgg/202206/t20220610_18052765.htm	上海市体育局年上海城市业余联赛系列赛更正公告三	服务
